month,market_code,domain,record_count
2022-03,AU,observation,15
2022-03,CA,observation,14
2022-03,CN,observation,18
2022-03,DE,observation,22
2022-03,FR,observation,18
2022-03,JP,observation,24
2022-03,US,observation,35
2022-04,AU,observation,13
2022-04,CA,observation,10
2022-04,CN,observation,19
2022-04,DE,observation,28
2022-04,FR,observation,16
2022-04,JP,observation,22
2022-04,US,observation,47
2022-05,AU,observation,10
2022-05,CA,observation,19
2022-05,CN,observation,19
2022-05,DE,observation,37
2022-05,FR,observation,15
2022-05,JP,observation,22
2022-05,US,observation,43
2022-06,AU,observation,16
2022-06,CA,observation,15
2022-06,CN,observation,15
2022-06,DE,observation,23
2022-06,FR,observation,23
2022-06,JP,observation,27
2022-06,US,observation,33
2022-07,AU,observation,10
2022-07,CA,observation,18
2022-07,CN,observation,19
2022-07,DE,observation,28
2022-07,FR,observation,11
2022-07,JP,observation,23
2022-07,US,observation,36
2022-08,AU,observation,10
2022-08,CA,observation,7
2022-08,CN,observation,16
2022-08,DE,observation,25
2022-08,FR,observation,15
2022-08,JP,observation,29
2022-08,US,observation,28
2022-09,AU,observation,7
2022-09,CA,observation,11
2022-09,CN,observation,15
2022-09,DE,observation,25
2022-09,FR,observation,19
2022-09,JP,observation,19
2022-09,US,observation,38
2022-10,AU,observation,11
2022-10,CA,observation,10
2022-10,CN,observation,14
2022-10,DE,observation,30
2022-10,FR,observation,17
2022-10,JP,observation,17
2022-10,US,observation,27
2022-11,AU,observation,12
2022-11,CA,observation,14
2022-11,CN,observation,26
2022-11,DE,observation,28
2022-11,FR,observation,5
2022-11,JP,observation,23
2022-11,US,observation,33
2022-12,AU,observation,7
2022-12,CA,observation,9
2022-12,CN,observation,17
2022-12,DE,observation,25
2022-12,FR,observation,13
2022-12,JP,observation,14
2022-12,US,observation,30
2023-01,AU,observation,4
2023-01,CA,observation,12
2023-01,CN,observation,15
2023-01,DE,observation,30
2023-01,FR,observation,13
2023-01,JP,observation,26
2023-01,US,observation,31
2023-02,AU,observation,11
2023-02,CA,observation,17
2023-02,CN,observation,15
2023-02,DE,observation,24
2023-02,FR,observation,15
2023-02,JP,observation,20
2023-02,US,observation,22
2023-03,AU,observation,12
2023-03,CA,observation,13
2023-03,CN,observation,10
2023-03,DE,observation,26
2023-03,FR,observation,10
2023-03,JP,observation,16
2023-03,US,observation,23
2023-04,AU,observation,6
2023-04,CA,observation,9
2023-04,CN,observation,11
2023-04,DE,observation,22
2023-04,FR,observation,14
2023-04,JP,observation,14
2023-04,US,observation,16
2023-05,AU,observation,8
2023-05,CA,observation,6
2023-05,CN,observation,12
2023-05,DE,observation,14
2023-05,FR,observation,10
2023-05,JP,observation,16
2023-05,US,observation,22
2023-06,AU,observation,5
2023-06,CA,observation,6
2023-06,CN,observation,4
2023-06,DE,observation,12
2023-06,FR,observation,14
2023-06,JP,observation,7
2023-06,US,observation,18
2023-07,AU,observation,11
2023-07,CA,observation,12
2023-07,CN,observation,9
2023-07,DE,observation,19
2023-07,FR,observation,8
2023-07,JP,observation,10
2023-07,US,observation,20
2023-08,AU,observation,8
2023-08,CA,observation,3
2023-08,CN,observation,7
2023-08,DE,observation,10
2023-08,FR,observation,6
2023-08,JP,observation,6
2023-08,US,observation,16
2023-09,AU,observation,6
2023-09,CA,observation,5
2023-09,CN,observation,8
2023-09,DE,observation,9
2023-09,FR,observation,7
2023-09,JP,observation,5
2023-09,US,observation,10
2023-10,AU,observation,1
2023-10,CA,observation,4
2023-10,CN,observation,5
2023-10,DE,observation,1
2023-10,FR,observation,6
2023-10,JP,observation,6
2023-10,US,observation,14
2023-11,AU,observation,1
2023-11,CA,observation,4
2023-11,CN,observation,6
2023-11,DE,observation,6
2023-11,FR,observation,5
2023-11,JP,observation,9
2023-11,US,observation,10
2023-12,AU,observation,5
2023-12,CA,observation,3
2023-12,CN,observation,5
2023-12,DE,observation,4
2023-12,FR,observation,5
2023-12,JP,observation,8
2023-12,US,observation,5
2024-01,AU,observation,4
2024-01,CA,observation,2
2024-01,CN,observation,6
2024-01,DE,observation,6
2024-01,FR,observation,4
2024-01,JP,observation,3
2024-01,US,observation,4
2024-02,CA,observation,1
2024-02,DE,observation,5
2024-02,FR,observation,1
2024-02,JP,observation,1
2024-02,US,observation,5
2024-03,FR,observation,2
2024-03,JP,observation,1
2024-03,US,observation,2
2019-02,AU,treatment_episode,1
2019-02,DE,treatment_episode,2
2019-02,FR,treatment_episode,1
2019-02,JP,treatment_episode,2
2019-02,US,treatment_episode,2
2019-03,CA,treatment_episode,3
2019-03,CN,treatment_episode,1
2019-03,DE,treatment_episode,3
2019-03,FR,treatment_episode,3
2019-03,JP,treatment_episode,4
2019-03,US,treatment_episode,4
2019-04,AU,treatment_episode,1
2019-04,CA,treatment_episode,1
2019-04,CN,treatment_episode,4
2019-04,DE,treatment_episode,4
2019-04,FR,treatment_episode,4
2019-04,JP,treatment_episode,5
2019-04,US,treatment_episode,9
2019-05,AU,treatment_episode,1
2019-05,CA,treatment_episode,6
2019-05,CN,treatment_episode,3
2019-05,DE,treatment_episode,3
2019-05,FR,treatment_episode,2
2019-05,JP,treatment_episode,3
2019-05,US,treatment_episode,7
2019-06,CA,treatment_episode,1
2019-06,CN,treatment_episode,2
2019-06,DE,treatment_episode,6
2019-06,FR,treatment_episode,1
2019-06,JP,treatment_episode,4
2019-06,US,treatment_episode,10
2019-07,AU,treatment_episode,1
2019-07,CA,treatment_episode,2
2019-07,CN,treatment_episode,7
2019-07,DE,treatment_episode,4
2019-07,FR,treatment_episode,3
2019-07,JP,treatment_episode,4
2019-07,US,treatment_episode,5
2019-08,AU,treatment_episode,2
2019-08,CA,treatment_episode,1
2019-08,CN,treatment_episode,3
2019-08,DE,treatment_episode,10
2019-08,FR,treatment_episode,4
2019-08,JP,treatment_episode,3
2019-08,US,treatment_episode,8
2019-09,AU,treatment_episode,2
2019-09,CA,treatment_episode,1
2019-09,CN,treatment_episode,1
2019-09,DE,treatment_episode,7
2019-09,FR,treatment_episode,3
2019-09,JP,treatment_episode,6
2019-09,US,treatment_episode,7
2019-10,AU,treatment_episode,3
2019-10,CA,treatment_episode,1
2019-10,CN,treatment_episode,5
2019-10,DE,treatment_episode,2
2019-10,JP,treatment_episode,6
2019-10,US,treatment_episode,5
2019-11,CA,treatment_episode,2
2019-11,CN,treatment_episode,4
2019-11,DE,treatment_episode,4
2019-11,FR,treatment_episode,2
2019-11,JP,treatment_episode,3
2019-11,US,treatment_episode,8
2019-12,AU,treatment_episode,1
2019-12,CA,treatment_episode,3
2019-12,CN,treatment_episode,9
2019-12,DE,treatment_episode,8
2019-12,FR,treatment_episode,4
2019-12,JP,treatment_episode,10
2019-12,US,treatment_episode,18
2020-01,AU,treatment_episode,4
2020-01,CA,treatment_episode,4
2020-01,CN,treatment_episode,3
2020-01,DE,treatment_episode,7
2020-01,FR,treatment_episode,3
2020-01,JP,treatment_episode,10
2020-01,US,treatment_episode,4
2020-02,AU,treatment_episode,2
2020-02,CA,treatment_episode,1
2020-02,CN,treatment_episode,5
2020-02,DE,treatment_episode,2
2020-02,FR,treatment_episode,2
2020-02,JP,treatment_episode,2
2020-02,US,treatment_episode,9
2020-03,AU,treatment_episode,1
2020-03,CA,treatment_episode,2
2020-03,CN,treatment_episode,4
2020-03,DE,treatment_episode,2
2020-03,FR,treatment_episode,1
2020-03,JP,treatment_episode,4
2020-03,US,treatment_episode,6
2020-04,AU,treatment_episode,1
2020-04,CN,treatment_episode,8
2020-04,DE,treatment_episode,3
2020-04,FR,treatment_episode,2
2020-04,JP,treatment_episode,4
2020-04,US,treatment_episode,11
2020-05,CA,treatment_episode,2
2020-05,CN,treatment_episode,4
2020-05,DE,treatment_episode,4
2020-05,FR,treatment_episode,3
2020-05,JP,treatment_episode,4
2020-05,US,treatment_episode,5
2020-06,AU,treatment_episode,3
2020-06,CA,treatment_episode,2
2020-06,CN,treatment_episode,6
2020-06,DE,treatment_episode,5
2020-06,FR,treatment_episode,3
2020-06,JP,treatment_episode,2
2020-06,US,treatment_episode,11
2020-07,AU,treatment_episode,4
2020-07,CN,treatment_episode,3
2020-07,DE,treatment_episode,3
2020-07,FR,treatment_episode,4
2020-07,JP,treatment_episode,4
2020-07,US,treatment_episode,11
2020-08,AU,treatment_episode,2
2020-08,CA,treatment_episode,1
2020-08,CN,treatment_episode,3
2020-08,DE,treatment_episode,6
2020-08,FR,treatment_episode,4
2020-08,JP,treatment_episode,6
2020-08,US,treatment_episode,6
2020-09,AU,treatment_episode,4
2020-09,CA,treatment_episode,2
2020-09,CN,treatment_episode,6
2020-09,DE,treatment_episode,8
2020-09,FR,treatment_episode,6
2020-09,JP,treatment_episode,3
2020-09,US,treatment_episode,10
2020-10,AU,treatment_episode,1
2020-10,CA,treatment_episode,4
2020-10,DE,treatment_episode,10
2020-10,FR,treatment_episode,4
2020-10,JP,treatment_episode,5
2020-10,US,treatment_episode,11
2020-11,AU,treatment_episode,3
2020-11,CA,treatment_episode,2
2020-11,CN,treatment_episode,6
2020-11,DE,treatment_episode,3
2020-11,FR,treatment_episode,2
2020-11,JP,treatment_episode,2
2020-11,US,treatment_episode,12
2020-12,CA,treatment_episode,1
2020-12,CN,treatment_episode,5
2020-12,DE,treatment_episode,2
2020-12,FR,treatment_episode,2
2020-12,JP,treatment_episode,7
2020-12,US,treatment_episode,20
2021-01,AU,treatment_episode,2
2021-01,CA,treatment_episode,1
2021-01,CN,treatment_episode,3
2021-01,DE,treatment_episode,5
2021-01,FR,treatment_episode,2
2021-01,JP,treatment_episode,4
2021-01,US,treatment_episode,17
2021-02,CN,treatment_episode,2
2021-02,DE,treatment_episode,2
2021-02,FR,treatment_episode,4
2021-02,JP,treatment_episode,5
2021-02,US,treatment_episode,7
2021-03,AU,treatment_episode,1
2021-03,CA,treatment_episode,5
2021-03,CN,treatment_episode,8
2021-03,DE,treatment_episode,2
2021-03,FR,treatment_episode,6
2021-03,JP,treatment_episode,5
2021-03,US,treatment_episode,6
2021-04,AU,treatment_episode,1
2021-04,CA,treatment_episode,3
2021-04,CN,treatment_episode,4
2021-04,DE,treatment_episode,6
2021-04,JP,treatment_episode,5
2021-04,US,treatment_episode,7
2021-05,AU,treatment_episode,3
2021-05,CN,treatment_episode,3
2021-05,DE,treatment_episode,4
2021-05,FR,treatment_episode,1
2021-05,JP,treatment_episode,8
2021-05,US,treatment_episode,10
2021-06,CA,treatment_episode,2
2021-06,CN,treatment_episode,7
2021-06,DE,treatment_episode,3
2021-06,FR,treatment_episode,3
2021-06,JP,treatment_episode,7
2021-06,US,treatment_episode,9
2021-07,CA,treatment_episode,5
2021-07,CN,treatment_episode,2
2021-07,DE,treatment_episode,2
2021-07,JP,treatment_episode,9
2021-07,US,treatment_episode,8
2021-08,CA,treatment_episode,2
2021-08,CN,treatment_episode,4
2021-08,DE,treatment_episode,6
2021-08,FR,treatment_episode,1
2021-08,JP,treatment_episode,4
2021-08,US,treatment_episode,7
2021-09,AU,treatment_episode,1
2021-09,CA,treatment_episode,2
2021-09,CN,treatment_episode,3
2021-09,DE,treatment_episode,5
2021-09,FR,treatment_episode,1
2021-09,JP,treatment_episode,2
2021-09,US,treatment_episode,10
2021-10,AU,treatment_episode,1
2021-10,CN,treatment_episode,2
2021-10,DE,treatment_episode,1
2021-10,FR,treatment_episode,2
2021-10,JP,treatment_episode,8
2021-10,US,treatment_episode,9
2021-11,AU,treatment_episode,2
2021-11,CA,treatment_episode,6
2021-11,CN,treatment_episode,3
2021-11,DE,treatment_episode,2
2021-11,FR,treatment_episode,6
2021-11,JP,treatment_episode,6
2021-11,US,treatment_episode,13
2021-12,CA,treatment_episode,3
2021-12,CN,treatment_episode,2
2021-12,DE,treatment_episode,6
2021-12,FR,treatment_episode,6
2021-12,JP,treatment_episode,4
2021-12,US,treatment_episode,5
2022-01,AU,treatment_episode,5
2022-01,CA,treatment_episode,1
2022-01,CN,treatment_episode,5
2022-01,DE,treatment_episode,6
2022-01,FR,treatment_episode,4
2022-01,JP,treatment_episode,5
2022-01,US,treatment_episode,10
2022-02,AU,treatment_episode,3
2022-02,CA,treatment_episode,1
2022-02,CN,treatment_episode,6
2022-02,DE,treatment_episode,8
2022-02,FR,treatment_episode,2
2022-02,JP,treatment_episode,7
2022-02,US,treatment_episode,8
2022-03,CA,treatment_episode,3
2022-03,CN,treatment_episode,8
2022-03,DE,treatment_episode,3
2022-03,JP,treatment_episode,2
2022-03,US,treatment_episode,11
2022-04,CA,treatment_episode,3
2022-04,CN,treatment_episode,3
2022-04,DE,treatment_episode,9
2022-04,FR,treatment_episode,5
2022-04,JP,treatment_episode,2
2022-04,US,treatment_episode,7
2022-05,AU,treatment_episode,2
2022-05,CA,treatment_episode,1
2022-05,CN,treatment_episode,3
2022-05,DE,treatment_episode,4
2022-05,FR,treatment_episode,3
2022-05,JP,treatment_episode,5
2022-05,US,treatment_episode,13
2022-06,AU,treatment_episode,1
2022-06,CA,treatment_episode,2
2022-06,CN,treatment_episode,5
2022-06,DE,treatment_episode,9
2022-06,FR,treatment_episode,3
2022-06,JP,treatment_episode,4
2022-06,US,treatment_episode,7
2022-07,AU,treatment_episode,1
2022-07,CA,treatment_episode,2
2022-07,CN,treatment_episode,3
2022-07,DE,treatment_episode,10
2022-07,FR,treatment_episode,1
2022-07,JP,treatment_episode,6
2022-07,US,treatment_episode,6
2022-08,AU,treatment_episode,2
2022-08,CA,treatment_episode,5
2022-08,CN,treatment_episode,5
2022-08,DE,treatment_episode,5
2022-08,FR,treatment_episode,1
2022-08,JP,treatment_episode,3
2022-08,US,treatment_episode,5
2022-09,AU,treatment_episode,3
2022-09,CA,treatment_episode,1
2022-09,CN,treatment_episode,9
2022-09,DE,treatment_episode,7
2022-09,FR,treatment_episode,2
2022-09,JP,treatment_episode,5
2022-09,US,treatment_episode,11
2022-10,AU,treatment_episode,2
2022-10,CA,treatment_episode,2
2022-10,CN,treatment_episode,3
2022-10,DE,treatment_episode,5
2022-10,FR,treatment_episode,5
2022-10,JP,treatment_episode,4
2022-10,US,treatment_episode,9
2022-11,AU,treatment_episode,3
2022-11,CA,treatment_episode,4
2022-11,CN,treatment_episode,8
2022-11,DE,treatment_episode,9
2022-11,FR,treatment_episode,7
2022-11,JP,treatment_episode,4
2022-11,US,treatment_episode,12
2022-12,AU,treatment_episode,1
2022-12,CA,treatment_episode,2
2022-12,CN,treatment_episode,3
2022-12,DE,treatment_episode,6
2022-12,FR,treatment_episode,4
2022-12,JP,treatment_episode,11
2022-12,US,treatment_episode,8
2023-01,AU,treatment_episode,1
2023-01,CN,treatment_episode,4
2023-01,DE,treatment_episode,9
2023-01,FR,treatment_episode,4
2023-01,JP,treatment_episode,3
2023-01,US,treatment_episode,9
2023-02,AU,treatment_episode,3
2023-02,CA,treatment_episode,2
2023-02,CN,treatment_episode,3
2023-02,DE,treatment_episode,10
2023-02,FR,treatment_episode,9
2023-02,JP,treatment_episode,7
2023-02,US,treatment_episode,10
2023-03,AU,treatment_episode,4
2023-03,CA,treatment_episode,7
2023-03,CN,treatment_episode,6
2023-03,DE,treatment_episode,6
2023-03,FR,treatment_episode,3
2023-03,JP,treatment_episode,6
2023-03,US,treatment_episode,11
2023-04,AU,treatment_episode,3
2023-04,CA,treatment_episode,4
2023-04,CN,treatment_episode,5
2023-04,DE,treatment_episode,5
2023-04,FR,treatment_episode,8
2023-04,JP,treatment_episode,7
2023-04,US,treatment_episode,10
2023-05,AU,treatment_episode,3
2023-05,CA,treatment_episode,1
2023-05,CN,treatment_episode,5
2023-05,DE,treatment_episode,3
2023-05,FR,treatment_episode,4
2023-05,JP,treatment_episode,4
2023-05,US,treatment_episode,8
2023-06,AU,treatment_episode,1
2023-06,CA,treatment_episode,1
2023-06,CN,treatment_episode,4
2023-06,DE,treatment_episode,6
2023-06,FR,treatment_episode,2
2023-06,JP,treatment_episode,7
2023-06,US,treatment_episode,7
2023-07,CA,treatment_episode,4
2023-07,CN,treatment_episode,4
2023-07,DE,treatment_episode,2
2023-07,FR,treatment_episode,8
2023-07,JP,treatment_episode,6
2023-07,US,treatment_episode,11
2023-08,AU,treatment_episode,3
2023-08,CA,treatment_episode,3
2023-08,CN,treatment_episode,2
2023-08,DE,treatment_episode,13
2023-08,FR,treatment_episode,5
2023-08,JP,treatment_episode,6
2023-08,US,treatment_episode,9
2023-09,AU,treatment_episode,2
2023-09,CA,treatment_episode,5
2023-09,CN,treatment_episode,6
2023-09,DE,treatment_episode,7
2023-09,FR,treatment_episode,4
2023-09,JP,treatment_episode,5
2023-09,US,treatment_episode,10
2023-10,AU,treatment_episode,1
2023-10,CA,treatment_episode,3
2023-10,CN,treatment_episode,5
2023-10,DE,treatment_episode,10
2023-10,FR,treatment_episode,5
2023-10,JP,treatment_episode,5
2023-10,US,treatment_episode,12
2023-11,AU,treatment_episode,2
2023-11,CA,treatment_episode,1
2023-11,CN,treatment_episode,3
2023-11,DE,treatment_episode,8
2023-11,FR,treatment_episode,2
2023-11,JP,treatment_episode,7
2023-11,US,treatment_episode,7
2023-12,AU,treatment_episode,1
2023-12,CN,treatment_episode,3
2023-12,DE,treatment_episode,6
2023-12,FR,treatment_episode,2
2023-12,JP,treatment_episode,4
2023-12,US,treatment_episode,9
2024-01,AU,treatment_episode,1
2024-01,CA,treatment_episode,3
2024-01,CN,treatment_episode,4
2024-01,DE,treatment_episode,9
2024-01,FR,treatment_episode,4
2024-01,JP,treatment_episode,5
2024-01,US,treatment_episode,13
2024-02,CA,treatment_episode,2
2024-02,CN,treatment_episode,4
2024-02,DE,treatment_episode,5
2024-02,FR,treatment_episode,2
2024-02,JP,treatment_episode,7
2024-02,US,treatment_episode,10
2024-03,AU,treatment_episode,2
2024-03,CA,treatment_episode,4
2024-03,CN,treatment_episode,2
2024-03,DE,treatment_episode,9
2024-03,FR,treatment_episode,7
2024-03,JP,treatment_episode,6
2024-03,US,treatment_episode,13
2024-04,AU,treatment_episode,2
2024-04,CN,treatment_episode,2
2024-04,DE,treatment_episode,3
2024-04,FR,treatment_episode,6
2024-04,JP,treatment_episode,2
2024-04,US,treatment_episode,13
2024-05,AU,treatment_episode,3
2024-05,CA,treatment_episode,2
2024-05,CN,treatment_episode,2
2024-05,DE,treatment_episode,5
2024-05,FR,treatment_episode,2
2024-05,JP,treatment_episode,10
2024-05,US,treatment_episode,9
2024-06,AU,treatment_episode,3
2024-06,CA,treatment_episode,4
2024-06,CN,treatment_episode,7
2024-06,DE,treatment_episode,8
2024-06,FR,treatment_episode,6
2024-06,JP,treatment_episode,3
2024-06,US,treatment_episode,13
2024-07,AU,treatment_episode,3
2024-07,CA,treatment_episode,4
2024-07,CN,treatment_episode,5
2024-07,DE,treatment_episode,11
2024-07,FR,treatment_episode,7
2024-07,JP,treatment_episode,5
2024-07,US,treatment_episode,12
2024-08,AU,treatment_episode,1
2024-08,CA,treatment_episode,3
2024-08,CN,treatment_episode,3
2024-08,DE,treatment_episode,3
2024-08,FR,treatment_episode,4
2024-08,JP,treatment_episode,9
2024-08,US,treatment_episode,12
2024-09,AU,treatment_episode,2
2024-09,CA,treatment_episode,2
2024-09,CN,treatment_episode,4
2024-09,DE,treatment_episode,6
2024-09,FR,treatment_episode,6
2024-09,JP,treatment_episode,9
2024-09,US,treatment_episode,8
2024-10,AU,treatment_episode,1
2024-10,CA,treatment_episode,1
2024-10,CN,treatment_episode,5
2024-10,DE,treatment_episode,7
2024-10,FR,treatment_episode,3
2024-10,JP,treatment_episode,3
2024-10,US,treatment_episode,4
2024-11,AU,treatment_episode,2
2024-11,CA,treatment_episode,2
2024-11,CN,treatment_episode,3
2024-11,DE,treatment_episode,6
2024-11,FR,treatment_episode,4
2024-11,JP,treatment_episode,7
2024-11,US,treatment_episode,11
2024-12,AU,treatment_episode,3
2024-12,CA,treatment_episode,1
2024-12,CN,treatment_episode,2
2024-12,DE,treatment_episode,6
2024-12,JP,treatment_episode,2
2024-12,US,treatment_episode,5
2025-01,AU,treatment_episode,1
2025-01,DE,treatment_episode,2
2025-01,FR,treatment_episode,2
2025-01,JP,treatment_episode,1
2025-01,US,treatment_episode,4
2025-02,DE,treatment_episode,6
2025-02,JP,treatment_episode,2
2025-02,US,treatment_episode,4
2025-03,AU,treatment_episode,1
2025-03,CA,treatment_episode,4
2025-03,DE,treatment_episode,1
2025-03,FR,treatment_episode,2
2025-03,JP,treatment_episode,2
2025-03,US,treatment_episode,7
2025-04,CA,treatment_episode,2
2025-04,CN,treatment_episode,2
2025-04,DE,treatment_episode,4
2025-04,FR,treatment_episode,3
2025-04,JP,treatment_episode,3
2025-04,US,treatment_episode,2
2025-05,AU,treatment_episode,1
2025-05,CA,treatment_episode,2
2025-05,CN,treatment_episode,1
2025-05,DE,treatment_episode,3
2025-05,FR,treatment_episode,1
2025-05,JP,treatment_episode,2
2025-05,US,treatment_episode,5
2025-06,AU,treatment_episode,1
2025-06,CN,treatment_episode,1
2025-06,FR,treatment_episode,3
2025-06,US,treatment_episode,7
2025-07,AU,treatment_episode,1
2025-07,CA,treatment_episode,1
2025-07,DE,treatment_episode,4
2025-07,FR,treatment_episode,2
2025-07,JP,treatment_episode,3
2025-07,US,treatment_episode,3
2025-08,CA,treatment_episode,2
2025-08,CN,treatment_episode,2
2025-08,DE,treatment_episode,3
2025-08,FR,treatment_episode,1
2025-08,JP,treatment_episode,3
2025-08,US,treatment_episode,3
2025-09,CN,treatment_episode,1
2025-09,DE,treatment_episode,2
2025-09,FR,treatment_episode,2
2025-09,JP,treatment_episode,4
2025-09,US,treatment_episode,1
2025-10,AU,treatment_episode,1
2025-10,CN,treatment_episode,2
2025-10,DE,treatment_episode,2
2025-10,FR,treatment_episode,3
2025-10,JP,treatment_episode,2
2025-10,US,treatment_episode,6
2025-11,AU,treatment_episode,2
2025-11,CA,treatment_episode,2
2025-11,DE,treatment_episode,2
2025-11,JP,treatment_episode,1
2025-11,US,treatment_episode,5
2025-12,AU,treatment_episode,1
2025-12,CA,treatment_episode,1
2025-12,DE,treatment_episode,4
2025-12,JP,treatment_episode,2
2025-12,US,treatment_episode,1
2019-02,AU,treatment_regimen,1
2019-02,DE,treatment_regimen,2
2019-02,FR,treatment_regimen,1
2019-02,JP,treatment_regimen,2
2019-02,US,treatment_regimen,2
2019-03,CA,treatment_regimen,3
2019-03,CN,treatment_regimen,1
2019-03,DE,treatment_regimen,3
2019-03,FR,treatment_regimen,3
2019-03,JP,treatment_regimen,4
2019-03,US,treatment_regimen,4
2019-04,AU,treatment_regimen,1
2019-04,CA,treatment_regimen,1
2019-04,CN,treatment_regimen,4
2019-04,DE,treatment_regimen,4
2019-04,FR,treatment_regimen,4
2019-04,JP,treatment_regimen,5
2019-04,US,treatment_regimen,9
2019-05,AU,treatment_regimen,1
2019-05,CA,treatment_regimen,6
2019-05,CN,treatment_regimen,3
2019-05,DE,treatment_regimen,3
2019-05,FR,treatment_regimen,2
2019-05,JP,treatment_regimen,3
2019-05,US,treatment_regimen,7
2019-06,CA,treatment_regimen,1
2019-06,CN,treatment_regimen,2
2019-06,DE,treatment_regimen,6
2019-06,FR,treatment_regimen,1
2019-06,JP,treatment_regimen,4
2019-06,US,treatment_regimen,10
2019-07,AU,treatment_regimen,1
2019-07,CA,treatment_regimen,2
2019-07,CN,treatment_regimen,7
2019-07,DE,treatment_regimen,4
2019-07,FR,treatment_regimen,3
2019-07,JP,treatment_regimen,4
2019-07,US,treatment_regimen,5
2019-08,AU,treatment_regimen,2
2019-08,CA,treatment_regimen,1
2019-08,CN,treatment_regimen,3
2019-08,DE,treatment_regimen,10
2019-08,FR,treatment_regimen,4
2019-08,JP,treatment_regimen,3
2019-08,US,treatment_regimen,8
2019-09,AU,treatment_regimen,2
2019-09,CA,treatment_regimen,1
2019-09,CN,treatment_regimen,1
2019-09,DE,treatment_regimen,7
2019-09,FR,treatment_regimen,3
2019-09,JP,treatment_regimen,6
2019-09,US,treatment_regimen,7
2019-10,AU,treatment_regimen,3
2019-10,CA,treatment_regimen,1
2019-10,CN,treatment_regimen,5
2019-10,DE,treatment_regimen,2
2019-10,JP,treatment_regimen,6
2019-10,US,treatment_regimen,5
2019-11,CA,treatment_regimen,2
2019-11,CN,treatment_regimen,4
2019-11,DE,treatment_regimen,4
2019-11,FR,treatment_regimen,2
2019-11,JP,treatment_regimen,3
2019-11,US,treatment_regimen,8
2019-12,AU,treatment_regimen,1
2019-12,CA,treatment_regimen,3
2019-12,CN,treatment_regimen,9
2019-12,DE,treatment_regimen,8
2019-12,FR,treatment_regimen,4
2019-12,JP,treatment_regimen,10
2019-12,US,treatment_regimen,18
2020-01,AU,treatment_regimen,4
2020-01,CA,treatment_regimen,4
2020-01,CN,treatment_regimen,3
2020-01,DE,treatment_regimen,7
2020-01,FR,treatment_regimen,3
2020-01,JP,treatment_regimen,10
2020-01,US,treatment_regimen,4
2020-02,AU,treatment_regimen,2
2020-02,CA,treatment_regimen,1
2020-02,CN,treatment_regimen,5
2020-02,DE,treatment_regimen,2
2020-02,FR,treatment_regimen,2
2020-02,JP,treatment_regimen,2
2020-02,US,treatment_regimen,9
2020-03,AU,treatment_regimen,1
2020-03,CA,treatment_regimen,2
2020-03,CN,treatment_regimen,4
2020-03,DE,treatment_regimen,2
2020-03,FR,treatment_regimen,1
2020-03,JP,treatment_regimen,4
2020-03,US,treatment_regimen,6
2020-04,AU,treatment_regimen,1
2020-04,CN,treatment_regimen,8
2020-04,DE,treatment_regimen,3
2020-04,FR,treatment_regimen,2
2020-04,JP,treatment_regimen,4
2020-04,US,treatment_regimen,11
2020-05,CA,treatment_regimen,2
2020-05,CN,treatment_regimen,4
2020-05,DE,treatment_regimen,4
2020-05,FR,treatment_regimen,3
2020-05,JP,treatment_regimen,4
2020-05,US,treatment_regimen,5
2020-06,AU,treatment_regimen,3
2020-06,CA,treatment_regimen,2
2020-06,CN,treatment_regimen,6
2020-06,DE,treatment_regimen,5
2020-06,FR,treatment_regimen,3
2020-06,JP,treatment_regimen,2
2020-06,US,treatment_regimen,11
2020-07,AU,treatment_regimen,4
2020-07,CN,treatment_regimen,3
2020-07,DE,treatment_regimen,3
2020-07,FR,treatment_regimen,4
2020-07,JP,treatment_regimen,4
2020-07,US,treatment_regimen,11
2020-08,AU,treatment_regimen,2
2020-08,CA,treatment_regimen,1
2020-08,CN,treatment_regimen,3
2020-08,DE,treatment_regimen,6
2020-08,FR,treatment_regimen,4
2020-08,JP,treatment_regimen,6
2020-08,US,treatment_regimen,6
2020-09,AU,treatment_regimen,4
2020-09,CA,treatment_regimen,2
2020-09,CN,treatment_regimen,6
2020-09,DE,treatment_regimen,8
2020-09,FR,treatment_regimen,6
2020-09,JP,treatment_regimen,3
2020-09,US,treatment_regimen,10
2020-10,AU,treatment_regimen,1
2020-10,CA,treatment_regimen,4
2020-10,DE,treatment_regimen,10
2020-10,FR,treatment_regimen,4
2020-10,JP,treatment_regimen,5
2020-10,US,treatment_regimen,11
2020-11,AU,treatment_regimen,3
2020-11,CA,treatment_regimen,2
2020-11,CN,treatment_regimen,6
2020-11,DE,treatment_regimen,3
2020-11,FR,treatment_regimen,2
2020-11,JP,treatment_regimen,2
2020-11,US,treatment_regimen,12
2020-12,CA,treatment_regimen,1
2020-12,CN,treatment_regimen,5
2020-12,DE,treatment_regimen,2
2020-12,FR,treatment_regimen,2
2020-12,JP,treatment_regimen,7
2020-12,US,treatment_regimen,20
2021-01,AU,treatment_regimen,2
2021-01,CA,treatment_regimen,1
2021-01,CN,treatment_regimen,3
2021-01,DE,treatment_regimen,5
2021-01,FR,treatment_regimen,2
2021-01,JP,treatment_regimen,4
2021-01,US,treatment_regimen,17
2021-02,CN,treatment_regimen,2
2021-02,DE,treatment_regimen,2
2021-02,FR,treatment_regimen,4
